Fecha;Producto;Categoría;Cantidad;Precio;Total;Pago;Costo;;;;
24/04/2020;Cordero;Carnes;3;83.71;251.13;Plin;139.76;;;;
20/12/2023;Cordero;Carnes;3;82.11;246.33;Yape;162.3;;;;
11/02/2022;Plátano;Frutas;6;50;300;Efectivo;215.67;;;;
18/11/2020;Cordero;Carnes;8;16.31;130.48;Transferencia;72.74;;;;
23/04/2021;Queso;Lácteos;2;19.84;39.68;Efectivo;23.68;;;;
3/01/2020;Kéfir;Lácteos;4;11.27;45.08;Plin;30.77;;;;
19/07/2024;Manzana;Frutas;2;34.82;69.64;Tarjeta;42.52;;;;
9/01/2021;Res;Carnes;9;43.34;390.06;Transferencia;216.12;;;;
17/06/2023;Queso;Lácteos;10;35.36;353.6;Plin;221.1;;;;
14/03/2021;Cerdo;Carnes;3;66.3;198.9;Tarjeta;166.46;;;;
7/06/2025;Res;Carnes;6;65.88;395.28;Efectivo;329;;;;
5/03/2021;Pera;Frutas;5;22.86;114.3;Plin;65.87;;;;
29/07/2024;Pavo;Carnes;1;75.69;75.69;Plin;65.33;;;;
23/11/2024;Pollo;Carnes;6;53.15;318.9;Transferencia;214.36;;;;
21/03/2023;Garbanzos;Granos;4;31.97;127.88;Efectivo;66.04;;;;
27/05/2025;Lentejas;Granos;1;64.83;64.83;Transferencia;40.6;;;;
18/09/2022;Pollo;Carnes;5;4.49;22.45;Tarjeta;12.24;;;;
12/05/2020;Sal;Abarrotes;10;12.29;122.9;Efectivo;63.34;;;;
18/01/2024;Manzana;Frutas;4;31.58;126.32;Transferencia;110.41;;;;
23/10/2022;Leche;Lácteos;5;20.05;100.25;Efectivo;58.87;;;;
4/04/2024;Pan integral;Panadería;4;96.44;385.76;Plin;317.26;;;;
30/10/2023;Pera;Frutas;4;13.34;53.36;Transferencia;47.54;;;;
7/05/2024;Fideos;Abarrotes;4;7.36;29.44;Yape;21.95;;;;
12/06/2020;Res;Carnes;6;44.38;266.28;Transferencia;184.81;;;;
30/07/2023;Frejoles;Granos;3;23.39;70.17;Efectivo;45.9;;;;
2/01/2023;Crema;Lácteos;6;94.32;565.92;Transferencia;327.87;;;;
19/10/2024;Pollo;Carnes;4;21.87;87.48;Transferencia;53.85;;;;
16/12/2023;Sal;Abarrotes;3;50.98;152.94;Efectivo;88.37;;;;
25/01/2022;Croissant;Panadería;3;44.46;133.38;Plin;95.2;;;;
12/10/2021;Quinua;Granos;4;67.85;271.4;Plin;205.33;;;;
31/07/2021;Azúcar;Abarrotes;7;70.94;496.58;Transferencia;312.13;;;;
15/02/2021;Empanada;Panadería;1;65.54;65.54;Plin;58.96;;;;
27/05/2020;Azúcar;Abarrotes;3;16.28;48.84;Yape;35.31;;;;
1/10/2023;Uva;Frutas;2;14.89;29.78;Tarjeta;24.08;;;;
4/10/2020;Res;Carnes;4;30.66;122.64;Efectivo;85.74;;;;
28/08/2025;Lentejas;Granos;1;48.87;48.87;Transferencia;31.06;;;;
20/05/2022;Cerdo;Carnes;3;2.19;6.57;Transferencia;4.48;;;;
15/11/2020;Empanada;Panadería;2;47.44;94.88;Plin;67.03;;;;
19/10/2024;Uva;Frutas;10;31.62;316.2;Tarjeta;213.5;;;;
16/07/2020;Pescado;Carnes;9;67.05;603.45;Yape;373.91;;;;
7/07/2022;Garbanzos;Granos;5;99.76;498.8;Plin;273.95;;;;
30/05/2024;Maíz;Granos;1;79.09;79.09;Plin;44.32;;;;
9/02/2022;Crema;Lácteos;4;35.1;140.4;Yape;117.04;;;;
14/08/2021;Croissant;Panadería;2;55.51;111.02;Yape;94.96;;;;
21/09/2020;Manzana;Frutas;5;88.6;443;Plin;286.68;;;;
4/06/2020;Queque;Panadería;8;47.31;378.48;Efectivo;263.53;;;;
21/04/2024;Sal;Abarrotes;1;82.07;82.07;Tarjeta;51.98;;;;
27/10/2024;Mantequilla;Lácteos;5;23.19;115.95;Efectivo;103.95;;;;
7/12/2024;Atún;Abarrotes;9;61.03;549.27;Transferencia;280.86;;;;
11/11/2023;Frejoles;Granos;7;88.06;616.42;Tarjeta;401.71;;;;
28/11/2020;Frejoles;Granos;1;31.64;31.64;Yape;23.03;;;;
14/08/2024;Lentejas;Granos;4;14.37;57.48;Efectivo;39.25;;;;
12/07/2023;Pan integral;Panadería;3;98.13;294.39;Tarjeta;218.39;;;;
21/09/2024;Plátano;Frutas;10;96.35;963.5;Transferencia;735;;;;
8/03/2022;Conserva;Abarrotes;2;16.88;33.76;Efectivo;18.56;;;;
24/11/2022;Crema;Lácteos;3;50.1;150.3;Tarjeta;88.21;;;;
21/04/2021;Pavo;Carnes;10;49.88;498.8;Efectivo;264.33;;;;
26/07/2020;Arvejas;Granos;3;35.33;105.99;Yape;59.27;;;;
11/10/2021;Sandía;Frutas;10;77.84;778.4;Plin;605.33;;;;
7/12/2022;Frejoles;Granos;1;62.48;62.48;Yape;48.53;;;;
23/07/2024;Empanada;Panadería;6;41.93;251.58;Yape;200.2;;;;
3/05/2025;Queso;Lácteos;3;62.65;187.95;Plin;119.51;;;;
29/04/2022;Pera;Frutas;8;31.93;255.44;Transferencia;195.79;;;;
14/06/2021;Yogurt;Lácteos;7;80.41;562.87;Yape;359.31;;;;
4/11/2020;Garbanzos;Granos;4;67.2;268.8;Efectivo;179.57;;;;
5/08/2021;Pavo;Carnes;9;5.96;53.64;Plin;39.93;;;;
10/06/2020;Croissant;Panadería;2;93.99;187.98;Efectivo;128.5;;;;
16/08/2021;Arvejas;Granos;1;60.05;60.05;Transferencia;53.79;;;;
25/02/2021;Rosquilla;Panadería;5;51.52;257.6;Efectivo;149.43;;;;
27/08/2023;Res;Carnes;5;53.5;267.5;Tarjeta;141.31;;;;
28/11/2022;Queso;Lácteos;10;65.43;654.3;Efectivo;507.61;;;;
6/04/2022;Melón;Frutas;10;61.99;619.9;Transferencia;514.86;;;;
8/11/2021;Frejoles;Granos;6;53.7;322.2;Yape;183.77;;;;
9/07/2023;Lentejas;Granos;6;62.52;375.12;Tarjeta;335.08;;;;
22/03/2020;Croissant;Panadería;9;30.51;274.59;Transferencia;149.39;;;;
4/03/2020;Plátano;Frutas;7;1.41;9.87;Transferencia;8.87;;;;
31/05/2021;Yogurt;Lácteos;4;72.75;291;Transferencia;153.15;;;;
6/06/2025;Queque;Panadería;6;2.22;13.32;Tarjeta;10.43;;;;
2/08/2021;Uva;Frutas;7;57.81;404.67;Tarjeta;260.84;;;;
16/02/2024;Yogurt;Lácteos;8;64.95;519.6;Plin;291.42;;;;
27/02/2025;Queque;Panadería;7;8.45;59.15;Transferencia;38.77;;;;
3/01/2023;Pollo;Carnes;10;82.4;824;Tarjeta;665.85;;;;
6/03/2022;Sal;Abarrotes;5;93.08;465.4;Plin;306.52;;;;
24/07/2023;Plátano;Frutas;3;92.78;278.34;Plin;172.18;;;;
4/06/2020;Arroz;Abarrotes;6;19.98;119.88;Tarjeta;78.96;;;;
15/07/2023;Melón;Frutas;10;56.91;569.1;Tarjeta;301.46;;;;
15/07/2024;Arvejas;Granos;1;31.64;31.64;Yape;27.45;;;;
11/12/2022;Pollo;Carnes;5;18.03;90.15;Plin;65.27;;;;
25/01/2023;Rosquilla;Panadería;1;82.77;82.77;Efectivo;49;;;;
16/04/2023;Melón;Frutas;2;51.56;103.12;Efectivo;78.81;;;;
19/09/2022;Trigo;Granos;7;71.11;497.77;Efectivo;270.83;;;;
6/11/2020;Kéfir;Lácteos;7;56.27;393.89;Transferencia;288.28;;;;
23/12/2024;Empanada;Panadería;6;61.41;368.46;Plin;229.6;;;;
18/09/2022;Pavo;Carnes;10;98.93;989.3;Plin;882.89;;;;
9/12/2020;Galletas;Abarrotes;1;18.29;18.29;Tarjeta;11.33;;;;
8/08/2022;Kéfir;Lácteos;1;88.33;88.33;Tarjeta;70.43;;;;
2/10/2022;Melón;Frutas;4;24.55;98.2;Tarjeta;63.85;;;;
17/04/2024;Maíz;Granos;5;74.25;371.25;Plin;229.85;;;;
20/02/2021;Res;Carnes;7;80.25;561.75;Yape;406.81;;;;
25/07/2021;Crema;Lácteos;5;5.35;26.75;Plin;17.13;;;;
23/12/2023;Garbanzos;Granos;10;3.92;39.2;Yape;30.45;;;;
8/02/2020;Melón;Frutas;6;22.3;133.8;Yape;115.74;;;;
16/01/2022;Pavo;Carnes;1;92.46;92.46;Yape;53.69;;;;
9/02/2024;Sandía;Frutas;7;86;602;Yape;448.8;;;;
26/09/2024;Garbanzos;Granos;3;69.24;207.72;Efectivo;163.57;;;;
23/05/2022;Yogurt;Lácteos;3;31.49;94.47;Transferencia;58.37;;;;
20/05/2025;Sandía;Frutas;3;20.31;60.93;Yape;50.88;;;;
24/08/2021;Melón;Frutas;3;31.68;95.04;Plin;62.96;;;;
10/02/2025;Pan francés;Panadería;7;55.03;385.21;Efectivo;234.51;;;;
26/07/2021;Queso;Lácteos;6;78.06;468.36;Tarjeta;244.54;;;;
17/10/2021;Plátano;Frutas;4;81.46;325.84;Plin;291.35;;;;
24/08/2021;Sandía;Frutas;7;54.62;382.34;Tarjeta;252.29;;;;
17/01/2025;Rosquilla;Panadería;5;50.33;251.65;Yape;143.29;;;;
22/03/2021;Pan francés;Panadería;7;32.98;230.86;Tarjeta;199.77;;;;
21/07/2021;Queso;Lácteos;2;25.87;51.74;Transferencia;45.43;;;;
9/03/2025;Arvejas;Granos;6;75.71;454.26;Efectivo;235.31;;;;
17/12/2024;Pan integral;Panadería;8;97.73;781.84;Transferencia;578.49;;;;
5/08/2020;Pera;Frutas;5;80.44;402.2;Tarjeta;342.2;;;;
24/08/2022;Melón;Frutas;5;93.92;469.6;Tarjeta;390.97;;;;
20/12/2020;Galletas;Abarrotes;5;4.17;20.85;Plin;13.83;;;;
19/09/2020;Cerdo;Carnes;1;62.82;62.82;Efectivo;40.43;;;;
5/10/2022;Pescado;Carnes;5;74.49;372.45;Plin;330.8;;;;
6/04/2023;Atún;Abarrotes;3;99.55;298.65;Transferencia;180.71;;;;
4/03/2020;Galletas;Abarrotes;3;60.84;182.52;Efectivo;97.37;;;;
13/04/2025;Arvejas;Granos;1;71.14;71.14;Efectivo;53.31;;;;
31/07/2022;Frejoles;Granos;10;19.74;197.4;Yape;124.4;;;;
8/12/2024;Pavo;Carnes;5;5.64;28.2;Yape;15.72;;;;
16/02/2024;Pollo;Carnes;8;8.16;65.28;Plin;55.86;;;;
28/10/2024;Frejoles;Granos;7;97.8;684.6;Yape;460.37;;;;
7/06/2022;Empanada;Panadería;2;91.89;183.78;Yape;145.29;;;;
28/11/2020;Pera;Frutas;4;84.67;338.68;Yape;178.79;;;;
16/10/2022;Pescado;Carnes;6;32.15;192.9;Transferencia;104.68;;;;
19/02/2022;Manzana;Frutas;4;33.93;135.72;Efectivo;69.91;;;;
15/02/2022;Leche;Lácteos;7;40.86;286.02;Tarjeta;248.61;;;;
19/12/2022;Galletas;Abarrotes;2;98.81;197.62;Transferencia;148.33;;;;
21/03/2022;Fideos;Abarrotes;8;82.91;663.28;Efectivo;546.59;;;;
20/11/2022;Cordero;Carnes;5;80.33;401.65;Efectivo;297.96;;;;
16/08/2024;Naranja;Frutas;1;23.44;23.44;Tarjeta;17.28;;;;
30/12/2020;Galletas;Abarrotes;8;47.94;383.52;Tarjeta;280.11;;;;
2/05/2021;Pera;Frutas;5;2;10;Yape;5.2;;;;
9/02/2025;Galletas;Abarrotes;5;33.71;168.55;Tarjeta;139.77;;;;
9/09/2023;Melón;Frutas;1;73.52;73.52;Efectivo;56.62;;;;
15/08/2021;Queso;Lácteos;6;22.35;134.1;Plin;84.51;;;;
16/12/2020;Rosquilla;Panadería;7;49.86;349.02;Transferencia;214.78;;;;
5/12/2024;Pavo;Carnes;3;70.72;212.16;Yape;164.34;;;;
20/07/2023;Manzana;Frutas;8;99.88;799.04;Transferencia;560.14;;;;
18/10/2020;Uva;Frutas;8;42.26;338.08;Plin;206.87;;;;
4/02/2024;Galletas;Abarrotes;10;53.23;532.3;Yape;372.39;;;;
4/04/2022;Garbanzos;Granos;7;25.57;178.99;Plin;144.62;;;;
24/05/2024;Conserva;Abarrotes;3;24.7;74.1;Transferencia;64.41;;;;
25/06/2023;Yogurt;Lácteos;10;39.03;390.3;Transferencia;240.13;;;;
29/07/2021;Arvejas;Granos;3;37.05;111.15;Tarjeta;66.64;;;;
1/12/2023;Maíz;Granos;9;23.7;213.3;Plin;191.81;;;;
18/08/2021;Maíz;Granos;1;93.75;93.75;Tarjeta;68.01;;;;
6/03/2022;Queso;Lácteos;3;48.4;145.2;Transferencia;77;;;;
31/10/2020;Garbanzos;Granos;9;5.44;48.96;Efectivo;42.34;;;;
28/07/2022;Leche;Lácteos;3;77.45;232.35;Yape;206.71;;;;
16/12/2020;Trigo;Granos;7;58.74;411.18;Efectivo;249.65;;;;
25/03/2023;Manzana;Frutas;8;63;504;Tarjeta;353.67;;;;
19/12/2020;Galletas;Abarrotes;5;88.69;443.45;Efectivo;227.82;;;;
3/10/2024;Pera;Frutas;4;39.18;156.72;Tarjeta;113.81;;;;
11/07/2025;Conserva;Abarrotes;8;24.78;198.24;Tarjeta;104.82;;;;
11/09/2023;Atún;Abarrotes;4;33.14;132.56;Efectivo;111.77;;;;
5/07/2021;Melón;Frutas;1;28.88;28.88;Yape;24.46;;;;
8/03/2024;Croissant;Panadería;8;1.19;9.52;Transferencia;8.54;;;;
19/02/2024;Pera;Frutas;10;55.38;553.8;Tarjeta;474.76;;;;
25/07/2023;Uva;Frutas;9;84.27;758.43;Tarjeta;530.2;;;;
13/10/2020;Cordero;Carnes;1;7.08;7.08;Efectivo;6;;;;
20/10/2020;Cerdo;Carnes;3;90.71;272.13;Transferencia;183.13;;;;
15/01/2023;Plátano;Frutas;5;34.2;171;Plin;87.38;;;;
30/11/2021;Maíz;Granos;9;8.37;75.33;Efectivo;39.86;;;;
5/09/2021;Fideos;Abarrotes;8;82.4;659.2;Yape;484.74;;;;
11/09/2024;Cerdo;Carnes;5;29.63;148.15;Efectivo;101.31;;;;
7/04/2020;Pan francés;Panadería;3;96.52;289.56;Yape;202.45;;;;
27/03/2024;Mantequilla;Lácteos;3;38.87;116.61;Transferencia;98.04;;;;
18/06/2023;Queso;Lácteos;1;79.35;79.35;Tarjeta;46.4;;;;
22/02/2021;Pera;Frutas;9;5.16;46.44;Yape;30.27;;;;
30/01/2022;Naranja;Frutas;5;62.37;311.85;Transferencia;186.67;;;;
4/11/2023;Empanada;Panadería;7;77.82;544.74;Plin;422.06;;;;
7/08/2022;Cordero;Carnes;1;18.57;18.57;Tarjeta;16.34;;;;
2/09/2023;Azúcar;Abarrotes;2;51.61;103.22;Transferencia;64.7;;;;
3/06/2025;Pan integral;Panadería;10;10.18;101.8;Yape;55.26;;;;
24/01/2021;Empanada;Panadería;5;98.9;494.5;Plin;300.07;;;;
26/02/2023;Conserva;Abarrotes;8;61.02;488.16;Yape;420.24;;;;
1/07/2025;Rosquilla;Panadería;3;86.91;260.73;Efectivo;200.02;;;;
25/01/2023;Garbanzos;Granos;7;11.46;80.22;Plin;57.2;;;;
16/05/2021;Garbanzos;Granos;5;16.81;84.05;Transferencia;49.55;;;;
24/12/2023;Melón;Frutas;7;18.03;126.21;Yape;112;;;;
31/12/2024;Quinua;Granos;1;97.93;97.93;Tarjeta;84.11;;;;
4/07/2022;Pera;Frutas;3;90.4;271.2;Transferencia;170.15;;;;
8/05/2023;Pavo;Carnes;5;15.18;75.9;Transferencia;66.68;;;;
6/07/2021;Aceite;Abarrotes;2;56.18;112.36;Plin;92.47;;;;
2/02/2022;Res;Carnes;10;18.6;186;Transferencia;99.04;;;;
21/01/2021;Trigo;Granos;5;75.73;378.65;Plin;244.6;;;;
16/12/2022;Galletas;Abarrotes;8;90.21;721.68;Yape;609.61;;;;
23/04/2020;Garbanzos;Granos;1;3.71;3.71;Plin;2.75;;;;
23/11/2023;Melón;Frutas;2;11.18;22.36;Yape;18.1;;;;
18/12/2023;Manzana;Frutas;7;91.66;641.62;Transferencia;435.33;;;;
7/07/2024;Cordero;Carnes;2;60.59;121.18;Transferencia;76.29;;;;
26/10/2024;Res;Carnes;8;54.28;434.24;Efectivo;226.98;;;;
1/09/2020;Pera;Frutas;3;18.39;55.17;Plin;29.14;;;;
4/08/2024;Aceite;Abarrotes;6;97.19;583.14;Plin;368.48;;;;
10/07/2021;Pavo;Carnes;2;13.1;26.2;Efectivo;15.99;;;;
17/10/2021;Cordero;Carnes;8;85.9;687.2;Plin;397.15;;;;
14/01/2025;Fideos;Abarrotes;3;21.32;63.96;Plin;32.21;;;;
4/11/2023;Queque;Panadería;8;55.94;447.52;Plin;249.05;;;;
7/11/2020;Plátano;Frutas;10;58.4;584;Tarjeta;512.93;;;;
10/11/2020;Atún;Abarrotes;6;69.23;415.38;Efectivo;237.78;;;;
10/06/2025;Cordero;Carnes;7;45.72;320.04;Tarjeta;174.75;;;;
24/03/2021;Leche;Lácteos;9;56.94;512.46;Tarjeta;420.85;;;;
2/03/2025;Cerdo;Carnes;3;97.45;292.35;Efectivo;219.35;;;;
25/02/2025;Arvejas;Granos;5;89.35;446.75;Transferencia;226.13;;;;
29/09/2022;Res;Carnes;9;96.88;871.92;Tarjeta;567.91;;;;
14/10/2021;Pan integral;Panadería;4;20.5;82;Transferencia;43.38;;;;
25/03/2024;Frejoles;Granos;10;87.41;874.1;Plin;559.58;;;;
16/04/2020;Pavo;Carnes;4;45.1;180.4;Tarjeta;105.28;;;;
3/05/2024;Sal;Abarrotes;2;66.85;133.7;Efectivo;114.81;;;;
14/11/2021;Sal;Abarrotes;4;68.72;274.88;Tarjeta;181.51;;;;
7/02/2022;Res;Carnes;5;76.14;380.7;Efectivo;276.11;;;;
25/05/2024;Atún;Abarrotes;5;27.89;139.45;Transferencia;125.16;;;;
3/07/2022;Naranja;Frutas;1;59.79;59.79;Yape;34.92;;;;
9/07/2022;Quinua;Granos;1;49.47;49.47;Transferencia;38.14;;;;
16/03/2021;Pollo;Carnes;5;8.96;44.8;Plin;39.71;;;;
25/03/2025;Manzana;Frutas;10;88.28;882.8;Yape;562.45;;;;
25/01/2024;Frejoles;Granos;7;12.38;86.66;Yape;49.48;;;;
23/02/2023;Plátano;Frutas;5;88.19;440.95;Yape;253.83;;;;
14/08/2022;Plátano;Frutas;2;44.21;88.42;Yape;62.59;;;;
19/10/2024;Quinua;Granos;7;25.31;177.17;Efectivo;95.49;;;;
21/05/2021;Croissant;Panadería;10;57.65;576.5;Tarjeta;328.52;;;;
9/05/2022;Maíz;Granos;10;7.61;76.1;Tarjeta;48.17;;;;
27/06/2025;Mantequilla;Lácteos;4;72.77;291.08;Tarjeta;217.63;;;;
21/07/2022;Quinua;Granos;4;65.51;262.04;Plin;225.36;;;;
22/04/2024;Croissant;Panadería;8;35.31;282.48;Yape;169.83;;;;
6/09/2022;Galletas;Abarrotes;1;79.94;79.94;Transferencia;56.91;;;;
6/01/2023;Lentejas;Granos;6;7.02;42.12;Transferencia;30.6;;;;
20/05/2021;Mantequilla;Lácteos;4;83.06;332.24;Tarjeta;226.18;;;;
10/11/2022;Sandía;Frutas;6;35.58;213.48;Efectivo;182.41;;;;
4/05/2023;Garbanzos;Granos;4;96.92;387.68;Yape;323.2;;;;
8/07/2021;Cordero;Carnes;8;24.54;196.32;Transferencia;108.52;;;;
26/04/2022;Manzana;Frutas;2;23.83;47.66;Efectivo;32.19;;;;
11/07/2021;Melón;Frutas;4;10.54;42.16;Efectivo;25.35;;;;
12/10/2020;Aceite;Abarrotes;3;5.15;15.45;Transferencia;13.1;;;;
28/03/2023;Azúcar;Abarrotes;2;23.39;46.78;Plin;31.33;;;;
18/07/2022;Queque;Panadería;3;95.69;287.07;Yape;249.95;;;;
8/07/2023;Trigo;Granos;6;68.65;411.9;Efectivo;247.13;;;;
16/10/2021;Cerdo;Carnes;3;39.25;117.75;Efectivo;102.59;;;;
15/06/2020;Arvejas;Granos;9;1;9;Transferencia;6.18;;;;
24/04/2021;Rosquilla;Panadería;7;15.04;105.28;Efectivo;78.19;;;;
21/01/2022;Arvejas;Granos;6;60.86;365.16;Yape;309.36;;;;
24/07/2024;Frejoles;Granos;3;14.79;44.37;Efectivo;32.64;;;;
6/02/2020;Mantequilla;Lácteos;6;74.12;444.72;Plin;250.61;;;;
24/07/2022;Naranja;Frutas;4;66.09;264.36;Transferencia;197.27;;;;
18/01/2021;Pollo;Carnes;7;16.31;114.17;Transferencia;91.56;;;;
2/05/2021;Queque;Panadería;1;53.63;53.63;Yape;31.93;;;;
15/01/2025;Queso;Lácteos;4;9.18;36.72;Plin;28.63;;;;
10/08/2020;Melón;Frutas;1;98.6;98.6;Yape;49.52;;;;
16/04/2024;Empanada;Panadería;10;72.92;729.2;Tarjeta;608.22;;;;
15/03/2025;Pera;Frutas;7;78.45;549.15;Plin;483.47;;;;
26/12/2020;Cordero;Carnes;1;12.58;12.58;Plin;9.73;;;;
1/09/2021;Pavo;Carnes;1;72.62;72.62;Transferencia;61.75;;;;
28/07/2022;Pera;Frutas;8;10.09;80.72;Efectivo;70.15;;;;
8/01/2024;Conserva;Abarrotes;6;6.51;39.06;Plin;27.82;;;;
12/07/2022;Frejoles;Granos;1;30.97;30.97;Transferencia;20.21;;;;
4/08/2020;Conserva;Abarrotes;1;51.03;51.03;Tarjeta;45.47;;;;
14/07/2021;Quinua;Granos;1;64.5;64.5;Tarjeta;56.32;;;;
9/12/2022;Pera;Frutas;4;60.85;243.4;Efectivo;122.84;;;;
7/04/2023;Cordero;Carnes;3;91.44;274.32;Tarjeta;154.74;;;;
12/09/2022;Queque;Panadería;5;12.83;64.15;Plin;51.31;;;;
13/09/2021;Lentejas;Granos;8;64.2;513.6;Tarjeta;333.51;;;;
6/09/2024;Yogurt;Lácteos;4;26.22;104.88;Efectivo;59.47;;;;
18/08/2022;Quinua;Granos;6;67.66;405.96;Efectivo;307.17;;;;
17/05/2020;Uva;Frutas;10;22.98;229.8;Transferencia;197.01;;;;
12/08/2023;Arvejas;Granos;5;55.42;277.1;Yape;211.69;;;;
6/07/2021;Pollo;Carnes;5;8.67;43.35;Efectivo;38.3;;;;
23/05/2020;Sandía;Frutas;6;10.18;61.08;Plin;51.87;;;;
14/12/2022;Arvejas;Granos;9;53.15;478.35;Yape;328.4;;;;
26/04/2024;Rosquilla;Panadería;2;99.15;198.3;Plin;136.85;;;;
20/05/2020;Plátano;Frutas;7;61.69;431.83;Efectivo;274.85;;;;
13/09/2024;Mantequilla;Lácteos;6;35.34;212.04;Transferencia;165.74;;;;
26/11/2020;Conserva;Abarrotes;3;8.6;25.8;Plin;15.15;;;;
28/09/2020;Pan francés;Panadería;2;28.75;57.5;Transferencia;48.97;;;;
27/10/2023;Azúcar;Abarrotes;3;99.44;298.32;Tarjeta;158.9;;;;
12/01/2022;Pan francés;Panadería;9;42.69;384.21;Tarjeta;262.18;;;;
3/11/2020;Naranja;Frutas;4;1.07;4.28;Efectivo;3.57;;;;
23/05/2020;Melón;Frutas;7;71.9;503.3;Efectivo;377.58;;;;
26/07/2022;Quinua;Granos;9;54.31;488.79;Yape;335.01;;;;
8/10/2022;Lentejas;Granos;8;10.84;86.72;Efectivo;72.82;;;;
19/01/2020;Res;Carnes;3;7.64;22.92;Transferencia;20.08;;;;
30/10/2022;Sal;Abarrotes;6;40.38;242.28;Transferencia;137.82;;;;
17/06/2025;Conserva;Abarrotes;6;46.85;281.1;Transferencia;183.02;;;;
13/04/2025;Trigo;Granos;8;56.85;454.8;Plin;294.42;;;;
24/10/2021;Sandía;Frutas;7;30.02;210.14;Efectivo;116.04;;;;
27/11/2021;Cordero;Carnes;4;67.63;270.52;Plin;185.66;;;;
11/12/2022;Arvejas;Granos;9;79.59;716.31;Transferencia;434.18;;;;
11/08/2023;Crema;Lácteos;4;38.37;153.48;Tarjeta;81.34;;;;
13/05/2024;Mantequilla;Lácteos;5;1.24;6.2;Efectivo;5.39;;;;
7/11/2020;Pan integral;Panadería;5;85.73;428.65;Plin;352.78;;;;
30/10/2024;Cordero;Carnes;6;61.39;368.34;Plin;293.1;;;;
24/05/2023;Queque;Panadería;8;46.61;372.88;Yape;312.9;;;;
3/09/2024;Kéfir;Lácteos;9;20.17;181.53;Efectivo;117.69;;;;
17/06/2024;Pavo;Carnes;1;7.47;7.47;Yape;5.92;;;;
17/05/2024;Pavo;Carnes;8;50.86;406.88;Plin;215.53;;;;
5/02/2022;Arvejas;Granos;5;80.1;400.5;Yape;283.75;;;;
3/06/2020;Pan francés;Panadería;8;97.92;783.36;Efectivo;401.96;;;;
7/02/2023;Fideos;Abarrotes;8;22.03;176.24;Yape;98.49;;;;
16/04/2020;Empanada;Panadería;4;50.42;201.68;Yape;159.25;;;;
27/10/2024;Lentejas;Granos;1;93;93;Efectivo;59.88;;;;
28/01/2023;Queque;Panadería;10;70.59;705.9;Efectivo;445.34;;;;
2/08/2023;Pera;Frutas;1;63.9;63.9;Yape;37.82;;;;
24/03/2024;Pescado;Carnes;9;13.52;121.68;Transferencia;68.96;;;;
4/07/2020;Melón;Frutas;9;72.88;655.92;Transferencia;403.87;;;;
7/09/2024;Crema;Lácteos;2;88.45;176.9;Transferencia;104.62;;;;
3/03/2022;Pescado;Carnes;10;47.96;479.6;Plin;371.5;;;;
13/04/2021;Conserva;Abarrotes;8;17.92;143.36;Efectivo;87.94;;;;
25/02/2020;Crema;Lácteos;1;92.87;92.87;Transferencia;80.32;;;;
1/04/2024;Lentejas;Granos;9;92.54;832.86;Efectivo;560.23;;;;
7/07/2025;Mantequilla;Lácteos;5;14.91;74.55;Tarjeta;51.48;;;;
14/11/2022;Kéfir;Lácteos;2;84.97;169.94;Yape;88.06;;;;
18/10/2020;Mantequilla;Lácteos;8;70.46;563.68;Efectivo;355.73;;;;
24/02/2025;Lentejas;Granos;6;50.3;301.8;Transferencia;254.24;;;;
15/09/2023;Res;Carnes;4;2.3;9.2;Plin;4.67;;;;
24/11/2023;Atún;Abarrotes;8;81.25;650;Tarjeta;570.64;;;;
17/06/2021;Uva;Frutas;3;67.64;202.92;Transferencia;163.08;;;;
17/02/2023;Quinua;Granos;1;62.3;62.3;Plin;55.58;;;;
28/02/2022;Lentejas;Granos;3;7.34;22.02;Tarjeta;11.21;;;;
4/05/2020;Pollo;Carnes;9;96.07;864.63;Tarjeta;773.09;;;;
2/05/2021;Maíz;Granos;1;62.13;62.13;Plin;37.16;;;;
2/08/2023;Pescado;Carnes;6;9.08;54.48;Transferencia;47.9;;;;
6/03/2020;Maíz;Granos;9;36.2;325.8;Tarjeta;185.86;;;;
30/01/2022;Melón;Frutas;1;60.39;60.39;Efectivo;44.82;;;;
25/09/2020;Res;Carnes;6;40.51;243.06;Transferencia;213.9;;;;
4/03/2024;Uva;Frutas;9;65.99;593.91;Transferencia;345.32;;;;
20/06/2020;Croissant;Panadería;8;74.55;596.4;Transferencia;482.71;;;;
2/06/2024;Pan integral;Panadería;10;26.21;262.1;Transferencia;148.22;;;;
15/07/2020;Melón;Frutas;4;81.34;325.36;Yape;263.43;;;;
19/05/2025;Fideos;Abarrotes;5;49;245;Yape;166.91;;;;
11/05/2020;Pan francés;Panadería;2;75.95;151.9;Transferencia;124.22;;;;
23/12/2020;Cordero;Carnes;5;17.13;85.65;Yape;50.29;;;;
5/01/2025;Atún;Abarrotes;4;5.16;20.64;Efectivo;15.59;;;;
13/04/2020;Plátano;Frutas;10;84.89;848.9;Plin;649.25;;;;
19/03/2021;Pan integral;Panadería;8;93.13;745.04;Plin;521.52;;;;
10/10/2020;Queso;Lácteos;7;49.35;345.45;Transferencia;292.28;;;;
3/02/2021;Azúcar;Abarrotes;1;18.8;18.8;Tarjeta;15.06;;;;
1/03/2024;Croissant;Panadería;3;7.35;22.05;Efectivo;14.79;;;;
